telomere	TEL01L	1	801	CHRI
ORF	YAL069W	335	649	CHRI
ORF	YAL068W-A	538	792	CHRI
ARS	ARS102	707	776	CHRI
intergenic	intergenic*TEL01L_YAL068C	802	1806	CHRI
ORF	YAL068C	1807	2169	CHRI
intergenic	intergenic*YAL068C_YAL067W-A	2170	2479	CHRI
ORF	YAL067W-A	2480	2707	CHRI
intergenic	intergenic*YAL067W-A_YAL067C	2708	7234	CHRI
ORF	YAL067C	7235	9016	CHRI
ARS	ARS103	7997	8547	CHRI
intergenic	intergenic*YAL067C_YAL066W	9017	10090	CHRI
ORF	YAL066W	10091	10399	CHRI
intergenic	intergenic*YAL066W_YAL065C	10400	11564	CHRI
ORF	YAL065C	11565	11951	CHRI
intergenic	intergenic*YAL065C_YAL064W-B	11952	12045	CHRI
ORF	YAL064W-B	12046	12426	CHRI
intergenic	intergenic*YAL064W-B_YAL064C-A	12427	13362	CHRI
ORF	YAL064C-A	13363	13743	CHRI
intergenic	intergenic*YAL064C-A_YAL064W	13744	21565	CHRI
ORF	YAL064W	21566	21850	CHRI
intergenic	intergenic*YAL064W_YALWdelta1	21851	22229	CHRI
long_terminal_repeat	YALWdelta1	22230	22552	CHRI
ORF	YAL063C-A	22395	22685	CHRI
intergenic	intergenic*YAL063C-A_YAL063C	22686	23999	CHRI
ORF	YAL063C	24000	27968	CHRI
intergenic	intergenic*YAL063C_ARS104	27969	30945	CHRI
ARS	ARS104	30946	31183	CHRI
intergenic	intergenic*ARS104_YAL062W	31184	31566	CHRI
ORF	YAL062W	31567	32940	CHRI
intergenic	intergenic*YAL062W_YAL061W	32941	33447	CHRI
ORF	YAL061W	33448	34701	CHRI
intergenic	intergenic*YAL061W_YAL060W	34702	35154	CHRI
ORF	YAL060W	35155	36303	CHRI
intergenic	intergenic*YAL060W_YAL059C-A	36304	36495	CHRI
ORF	YAL059C-A	36496	36918	CHRI
ORF	YAL059W	36509	37147	CHRI
intergenic	intergenic*YAL059W_YAL058W	37148	37463	CHRI
ORF	YAL058W	37464	38972	CHRI
ORF	YAL056C-A	38696	39046	CHRI
intergenic	intergenic*YAL056C-A_YAL056W	39047	39258	CHRI
ORF	YAL056W	39259	41901	CHRI
intergenic	intergenic*YAL056W_ARS105	41902	41991	CHRI
ARS	ARS105	41992	42151	CHRI
intergenic	intergenic*ARS105_YAL055W	42152	42176	CHRI
ORF	YAL055W	42177	42719	CHRI
intergenic	intergenic*YAL055W_YAL054C	42720	42880	CHRI
ORF	YAL054C	42881	45022	CHRI
intergenic	intergenic*YAL054C_YAL053W	45023	45898	CHRI
ORF	YAL053W	45899	48250	CHRI
intergenic	intergenic*YAL053W_YAL051W	48251	48563	CHRI
ORF	YAL051W	48564	51707	CHRI
intergenic	intergenic*YAL051W_YAL049C	51708	51854	CHRI
ORF	YAL049C	51855	52595	CHRI
intergenic	intergenic*YAL049C_YAL048C	52596	52800	CHRI
ORF	YAL048C	52801	54789	CHRI
ORF	YAL047W-A	54584	54913	CHRI
intergenic	intergenic*YAL047W-A_YAL047C	54914	54988	CHRI
ORF	YAL047C	54989	56857	CHRI
intergenic	intergenic*YAL047C_YAL046C	56858	57028	CHRI
ORF	YAL046C	57029	57385	CHRI
intergenic	intergenic*YAL046C_YAL045C	57386	57487	CHRI
ORF	YAL045C	57488	57796	CHRI
ORF	YAL044W-A	57518	57850	CHRI
